Number,Title,Data
" Act No. 960, October 23, 1903 ",AN ACT REDUCING THE FORTY-THREE MUNICIPALITIES OF THE PROVINCE OF SAMAR TO TWENTY-FIVE.,"[ Act No. 960, October 23, 1903 ]
AN ACT REDUCING THE FORTY-THREE MUNICIPALITIES OF THE PROVINCE OF SAMAR TO TWENTY-FIVE.
By authority of the United States, be it enacted by the Philippine Commission, that:
Section 1. The forty-three municipalities of the Province of Samar shall, in accordance with the provisions of this Act, be reduced to twenty-five, as follows:

1. The municipality of Catbalogan shall consist of its present territory and that of the municipalities of Jiabong and Tarangnan, including their barrios and respective adjacent islands, except the barrios of Tarangnan known as Bangon, Pagsanhan, San Luis, Pagui, and Caloniogan, with the seat of the municipal government at the present municipality of Catbalogan.
2. The municipality of Gandara shall consist of its present territory and that of the barrios of Bangon, Pagsanhan, San Luis, Pagui, and Caloniogan, now in the municipality of Tarangnan, with the seat of the municipal government at the present municipality of Gandara.
3. The municipality of Paranas shall consist of its present territory and that of the municipalities of Motiong and San Sebastian, with the seat of the municipal government at the present municipality of Paranas, under the denomination of municipality of Wright.
4. The municipality of Calbayog shall consist of its present territory and that of the municipalities of Santa Rita and Weyler, with the seat of the municipal government at the present municipality of Calbayog.
5. The municipality of Santo Niño shall preserve its present boundaries.
6. The municipality of Almagro shall preserve its present boundaries.
7. The municipality of Oquendo shall preserve its present boundaries.
8. The municipality of La Granja shall consist of its present territory and that of the municipality of San Antonio, with the seat of the municipal government at the present municipality of La Granja, under the denomination of municipality of Allen.
9. The municipality of Capul shall preserve its present boundaries.
10. The municipality of Lavezares shall preserve its present boundaries.
11.1aшphi1 The municipality of Catarman shall consist of its present territory and that of the municipalities of Bobon and Mondragon, with the seat of the municipal government at the present municipality of Catarman.
12. The municipality of Pambujan shall preserve its present boundaries.
13. The municipality of Lao-ang shall preserve its present boundaries.
14. The municipality of Catubig shall preserve its present boundaries.
15. The municipality of Palapag shall preserve its present boundaries.
16. The municipality of Oras shall preserve its present boundaries.
17. The municipality of Tubig shall consist of its present territory and that of the municipalities of Parie, Sulat, and San Julian, with the scat of the municipal government at the present municipality of Tubig, under the denomination of municipality of Taft.
18. The municipality of Borongan shall preserve its present boundaries.
19. The municipality of Lanang shall consist of its present territory and that of the municipality of Hernani, with the seat of the municipal government at the present municipality of Lanang, under the denomination of municipality of Llorente.
20. The municipality of Guiuan shall consist of its present territory and that of the municipalities of Mercedes and Salcedo, with the seat of the municipal government at the present municipality of Guiuan.
21. The municipality of Balangiga shall consist of its present territory and that of the municipality of Quinapundan, with the seat of the municipal government at the present municipality of Balangiga.
22. The municipality of Basey shall consist of its present territory and that part of the present municipality of Santa Rita which is on the left bank of the Silanga River, with the seat of the municipal government at the present municipality of Basey.
23. The municipality of Villarrcal shall consist of its present territory, except that of the barrio of Iquiran, together with that part of the present municipality of Santa Rita which is on the right bank of the Silanga River, with the seat of the municipal government at the present municipality of Villarreal.
24. The municipality of Calbiga shall consist of its present territory and that of the municipality of Pinabacdao, with the seat of the municipal government at the present municipality of Calbiga.
25. The municipality of Zumarraga shall consist of its present territory, together with that of the barrio of Iquiran, in the present municipality of Villarreal, with the seat of the municipal government at the present municipality of Zumarraga.

Section 2. The municipal elections in each of the new municipalities created in paragraphs one, two, three, four, eight, eleven, seventeen, nineteen, twenty, twenty-one, twenty-two, twenty-three, twenty-four, and twenty-five of section one hereof, shall be held in accordance with the rules contained in Act Numbered Seven hundred and thirty, as amended by Act Numbered Nine hundred and twenty-eight. When the new municipal officials shall have been elected, and shall have qualified, the present organization of each of the municipalities mentioned in section one of this Act, except those described in paragraphs numbered live, six, seven, nine, ten, twelve, thirteen, fourteen, fifteen, sixteen, and eighteen of said section, shall be thereby abolished, and all offices held by virtue of their present organization shall be vacant and abolished, so that all the present municipal officials shall cease to hold office as soon as the new officials shall have taken the oath of office. Until the officials elected for the new municipalities, as described in section one hereof, shall have qualified, the present organization of the existing municipalities shall continue.
Section 3. The public good requiring the speedy enactment of this bill, the passage of the same is hereby expedited in accordance with section two of ""An Act prescribing the order of procedure by the Commission in the enactment of laws,"" passed September twenty-sixth, nineteen hundred.
Section 4. This Act shall take effect on its passage.
Enacted, October 23, 1903.

The Lawphil Project - Arellano Law Foundation"
