Number,Title,Data
" Act No. 417, June 12, 1902 ",AN ACT ANNEXING THE DISTRICTS OF INFANTA AND PRINCIPE AND THE ISLAND OF POLILLO TO THE PROVINCE OF TAYABAS.,"[ Act No. 417, June 12, 1902 ]
AN ACT ANNEXING THE DISTRICTS OF INFANTA AND PRINCIPE AND THE ISLAND OF POLILLO TO THE PROVINCE OF TAYABAS.
By authority of the President of the United States, be it enacted by the United States Philippine Commission, that:
Section 1. The Island of Polillo and that territory in the Island of Luzon heretofore included in the district of Infanta and the district of Principe are hereby annexed to and included in the Province of Tayabas, organized by Act Numbered One hundred and three, passed March twelfth, nineteen hundred and one.
Section 2. The inhabitants of the territory hereby annexed to and made a part of the Province of Tayabas shall enjoy the same rights and privileges as if said territory had been originally incorporated in the Province of Tayabas; and the municipal officers in the towns included in the territory so annexed, heretofore or hereafter organized under the Municipal Code, shall have the same relations to the provincial officers of the Province of Tayabas as are prescribed by the Provincial Government Act and by Act Numbered One hundred and three, organizing the said Province of Tayabas, for the municipal officers of the towns of said province.
Section 3. The public good requiring the speedy enactment of this bill, the passage of the same is hereby expedited in accordance with section two of ""An Act prescribing the order of procedure by the Commission in the enactment of laws,"" passed September twenty-sixth, nineteen hundred.1aшphi1
Section 4. This Act shall take effect on its passage.
Enacted, June 12, 1902.

The Lawphil Project - Arellano Law Foundation"
