Number,Title,Data
BATAS PAMBANSA Blg. 457,"An Act Establishing a School of Fisheries in the Municipality of San Vicente, Province of Northern Samar, to be Known as the San Vicente School of Fisheries, and Appropriating Funds Therefor","BATAS PAMBANSA Blg. 457
An Act Establishing a School of Fisheries in the Municipality of San Vicente, Province of Northern Samar, to be Known as the San Vicente School of Fisheries, and Appropriating Funds Therefor
Section 1. There shall be established under the direct supervision of the Bureau of Secondary Education a school of fisheries in the Municipality of San Vicente, Province of Northern Samar, to be known as the San Vicente School of Fisheries.
Section 2. The Minister of Education, Culture and Sports shall promulgate such rules and regulations as are necessary to implement the provisions of this Act. He shall determine the manner by which said school shall be operational.
Section 3. Such sum as may be necessary for the operation and maintenance of said school shall be provided in subsequent General Appropriations Acts, until which time the operation of the institution as a national high school shall be deferred.
Section 4. This Act shall take effect upon its approval.
Approved: June 10, 1983

The Lawphil Project - Arellano Law Foundation"
